Review title,Username,Review,Rating
Club rooms offer phenomenal value,Lynn M,"Without a doubt, one of the best decisions we made on our trip was to book to a Club room here. Access to the beautifully peaceful club lounge, with it's stunning 360 degrees views of Marina Bay and the Singapore skyline is a major plus. Add to that the fabulous complimentary breakfasts, afternoon tea (so much more than scones and cakes!) and evening drinks and canapés (the options here can easily replace the need for dinner 😊) and the decision to book a club room is a complete no brainer. Service in the lounge is first class too - it's the whole package!",5
Stop Over Retreat,Timothy R,This was a stop over to break our flight from London to Australia.  I have previously stayed at the Pan Pacific but it was a first for my husband.  This hotel is so centrally located to all the Marina Bay activities and the Raffles Hotel.  From the moment you check in until you leave you are treated to 5 star hospitality.  It is a must to upgrade to the Pacific Club where you enjoy a table service breakfast and endless evening cocktails and French champagne and the best views over Marina Bay to watch the light show of the flower gardens.  The staff were so efficient and professional where all your requests are accommodated.  The rooms are large with all amenities provided.  I highly recommend this hotel on a visit to Singapore. ,5
"Great Hotel, Fabulous customer service!!",dockbay,"Immediately upon our arrival we were greeted enthusiastically by Shawal the ""Lobby Ambassador."" He was exceptionally courteous and helped take care of the registration process seamlessly. We were staying 5 days for the Singapore Grand Prix. Shawal was eager to provide tips and suggestions to enhance our stay. Every time we exited or entered the Hotel we were greeted with a smile by all the employees and made to feel like we mattered. I highly recommend this hotel for your next stay in Singapore!",5
Singapore trip September 19,GB,"Thank you to everyone at the Pan Pacific Singapore, for making our trip comfortable and giving us whatever we needed. It was a pleasure to be able to stay with you, thanks to Preet in the gym/swimming area for her help! Please pass our thanks to everyone at the hotel. We look forward to returning one day. Special thanks to the omelette chef at Edge, ! Clean, comfortable, great location, helpful staff. Amazing food and hospitality. ",5
Family Holiday,224dennis,"The Pan Pacific has everything you need for a great family holiday.  With easy access to the MRT (Esplanade and Promenade stations) the major tourist attractions of Orchard Road, Santosa Island, Marina Bay are a short trip away.",4
"Excellent Services, with extra miles",Junhao K,"The staffs are very helpful, they went beyond their core of duty which will left us memorable experience during our stay.  Hotel room are clean and comfortable. Their restaurant, Hai Tien Lo foods are delicious too.",5
Comfortable stay,Scottish_traveller1991,Enjoyed a 3 night stay here recently. The hotel is in a fantastic location and rooms well equipped. Breakfast was very impressive and one of the best I've had in Asia. The club lounge was beautiful with great views. I was very impressed with the spread of food for afternoon tea but found dinner lacking a bit. Staff were very professional and friendly and the cocktails were good. Would recommend ,5
"Fantastic Hotel, Amazing Food",MeenB,"I stayed in the Hotel for a Business Trip. The hotel exceeded my expectations from the hotel rooms to cleanliness to the delicious food. The Hotel is at one of the best locations in Singapore with the rooms facing Harbour. The best part of the stay was the food, I have not had such delicious food anywhere in Singapore. The staff is extremely courteous. Would recommend this hotel to everyone be it for a business trip or leisure.",5
Great Stay in Singapore,Pati,"We can highly recommend the Pan Pacific in Singapore. Nice, big and clean rooms and an amazing breakfast. The service at whole hotel is one of the best we ever had. We checked in with Abel and get more than useful information for our stay. At checkout Shawal was very obliging with our luggage and took care of some other little things to make it easier for us to enjoy the last moments at Pan Pacific. A really great stay.",5
excellent stopover,John H,excellent service and rooms  close to transport. we enjoyed the pool and gym. Breakfast was best on the 38th floor with the 360 degrees views.The size of the rooms were larger than most hotels.Non alcoholic drinks  were provided without charge. will be back on our next trip to Europe.,5
splash out for a club room,villards,"We splashed out for four nights on a club room - and what an amazing time we had. Room located on 33rd floor with amazing views.  The club room lounge was on the 38th floor and was fitted with floor to ceiling windows so you had an amazing 360 degree view..Wonderfully decorated with very friendly attentative staff. Amazing breakfasts, afternoon tea, and hot  food and free bar from 6.00-8.00pm.  Location was excellent, could not fault this hotel and the staff.  Would certainly return.",5
